campeonato,data,mandante,gol mandante,gol visitante,visitante,local
Paulista 1960 ,"17 de agosto de 1960, 21:00",Corinthians,2,1,Palmeiras,"Pacaembu, São Paulo, SP."
Paulista 1960 ,"03 de agosto de 1960, 16:00",Corinthians,2,3,Jabaquara,"Fazendinha, São Paulo, SP."
Paulista 1960 ,"31 de julho de 1960, 16:00",Santos,1,1,Corinthians,"Vila Belmiro, Santos, SP."
Paulista 1960 ,"27 de julho de 1960, 16:00",Corinthians,3,2,Juventus,"Fazendinha, São Paulo, SP."
Paulista 1960 ,"20 de julho de 1960, 21:00",Corinthians,1,0,Ferroviária,"Fazendinha, São Paulo, SP."
Amistosos 1960 ,"29 de junho de 1960, 21:00",Tupã,1,4,Corinthians,"Alonso de Carvalho Braga, Tupã, SP."
Amistosos 1960 ,"24 de junho de 1960, 16:00",Lucélia,0,2,Corinthians,"Estádio José de Freitas Cayres, Lucélia, SP."
Paulista 1960 ,"22 de junho de 1960, 21:00",Taubaté,2,1,Corinthians,"Joaquinzão, Taubaté, SP."
Paulista 1960 ,"19 de junho de 1960, 16:00",Corinthians,2,1,Noroeste,"Fazendinha, São Paulo, SP."
Paulista 1960 ,"12 de junho de 1960, 16:00",Corinthians de Presidente Prudente,0,2,Corinthians,"Prudentão, Presidente Prudente, SP."
Amistosos 1960 ,"10 de junho de 1960, 16:00",Ituveravense,2,5,Corinthians,"Estádio Municipal de Ituverava, Ituverava, SP."
Amistosos 1960 ,"08 de junho de 1960, 21:00",Corinthians,2,1,Palmeiras,"Pacaembu, São Paulo, SP."
Amistosos 1960 ,"05 de junho de 1960, 16:00",Avareense,0,4,Corinthians,"Estádio Municipal de Avaré, Avaré, SP."
Amistosos 1960 ,"02 de junho de 1960, 21:00",Juventus,2,3,Corinthians,"Rua Javari, São Paulo, SP."
Amistosos 1960 ,"29 de maio de 1960, 16:00",São Bento de Marília,0,3,Corinthians,"Abreuzão, Marília, SP."
Amistosos 1960 ,"26 de maio de 1960, 16:00",Colo-Colo,0,2,Corinthians,"Nacional, Santiago, Chile."
Amistosos 1960 ,"22 de maio de 1960, 16:00",Corinthians,1,1,São Paulo,"Fazendinha, São Paulo, SP."
Amistosos 1960 ,"15 de maio de 1960, 16:00",Combinado Barretos/Fortaleza-SP,2,7,Corinthians,"Estádio Fortaleza, Barretos, SP."
Amistosos 1960 ,"11 de maio de 1960, 21:00",Portuguesa,3,2,Corinthians,"Pacaembu, São Paulo, SP."
Amistosos 1960 ,"08 de maio de 1960, 16:00",Corinthians,1,0,Botafogo-SP,"Fazendinha, São Paulo, SP."
Amistosos 1960 ,"01 de maio de 1960, 16:00",Uberaba,0,2,Corinthians,"Boulanger Pucci, Uberaba, MG."
Amistosos 1960 ,"24 de abril de 1960, 16:00",Atlético-MG,1,1,Corinthians,"Independência, Belo Horizonte, MG."
Amistosos 1960 ,"21 de abril de 1960, 16:00",América-MG,4,1,Corinthians,"Independência, Belo Horizonte, MG."
Torneio Rio-São Paulo 1960 ,"16 de abril de 1960, 16:00",Corinthians,1,1,Vasco da Gama,"Pacaembu, São Paulo, SP."
Torneio Rio-São Paulo 1960 ,"13 de abril de 1960, 21:00",Corinthians,1,0,Palmeiras,"Pacaembu, São Paulo, SP."
Amistosos 1960 ,"05 de abril de 1960, 21:00",Corinthians,3,0,Vasco da Gama,"Pacaembu, São Paulo, SP."
Torneio Rio-São Paulo 1960 ,"03 de abril de 1960, 16:00",América-RJ,1,2,Corinthians,"Maracanã, Rio de Janeiro, RJ."
Torneio Rio-São Paulo 1960 ,"31 de março de 1960, 21:00",Corinthians,2,1,Santos,"Pacaembu, São Paulo, SP."
Torneio Rio-São Paulo 1960 ,"26 de março de 1960, 16:00",Corinthians,2,1,Portuguesa,"Pacaembu, São Paulo, SP."
Torneio Rio-São Paulo 1960 ,"20 de março de 1960, 16:00",Corinthians,1,1,Botafogo,"Pacaembu, São Paulo, SP."
Torneio Rio-São Paulo 1960 ,"16 de março de 1960, 21:00",Flamengo,3,1,Corinthians,"Maracanã, Rio de Janeiro, RJ."
Torneio Rio-São Paulo 1960 ,"13 de março de 1960, 16:00",Corinthians,1,2,Fluminense,"Pacaembu, São Paulo, SP."
Amistosos 1960 ,"06 de março de 1960, 16:00",Jaboticabal,1,1,Corinthians,"Doutor Robert Todd Locke, Jaboticabal, SP."
Amistosos 1960 ,"05 de março de 1960, 16:00",Internacional de Bebedouro,0,3,Corinthians,"Estádio Arnoldo Bulle, Bebedouro, SP."
Amistosos 1960 ,"24 de fevereiro de 1960, 21:00",Juventus,1,1,Corinthians,"Rua Javari, São Paulo, SP."
Amistosos 1960 ,"21 de fevereiro de 1960, 16:00",Combinado Inter-BB e Jaboticabal,6,3,Corinthians,"Estádio Arnoldo Bulle, Bebedouro, SP."
Amistosos 1960 ,"20 de fevereiro de 1960, 21:00",Combinado Inter-BB e Jaboticabal,2,5,Corinthians,"Estádio Arnoldo Bulle, Bebedouro, SP."
Amistosos 1960 ,"28 de janeiro de 1960, 21:00",Combinado Universidads Católica e de Chile,2,4,Corinthians,"Nacional, Santiago, Chile."
Amistosos 1960 ,"20 de janeiro de 1960, 21:00",Corinthians de Presidente Prudente,1,1,Corinthians,"Prudentão, Presidente Prudente, SP."
Amistosos 1960 ,"17 de janeiro de 1960, 16:00",Londrina,2,2,Corinthians,"Vitorino Gonçalves Dias, Londrina, PR."
Paulista 1959 ,"27 de dezembro de 1959, 16:00",Santos,4,1,Corinthians,"Vila Belmiro, Santos, SP."
Paulista 1959 ,"22 de dezembro de 1959, 16:00",Ponte Preta,1,3,Corinthians,"Moisés Lucarelli, Campinas, SP."
Paulista 1959 ,"19 de dezembro de 1959, 16:00",Corinthians,1,0,XV de Piracicaba,"Fazendinha, São Paulo, SP."
Paulista 1959 ,"13 de dezembro de 1959, 16:00",Nacional-SP,1,4,Corinthians,"Comendador Souza, São Paulo, SP."
Paulista 1959 ,"06 de dezembro de 1959, 16:00",Portuguesa,0,3,Corinthians,"Pacaembu, São Paulo, SP."
Paulista 1959 ,"03 de dezembro de 1959, 16:00",Corinthians,2,0,Juventus,"Fazendinha, São Paulo, SP."
Paulista 1959 ,"29 de novembro de 1959, 16:00",Noroeste,6,3,Corinthians,"Estádio Antônio Garcia, Bauru, SP."
Paulista 1959 ,"21 de novembro de 1959, 16:00",Corinthians,7,1,Comercial de Ribeirão Preto,"Rua Javari, São Paulo, SP."
Paulista 1959 ,"15 de novembro de 1959, 16:00",Jabaquara,0,1,Corinthians,"Vila Belmiro, Santos, SP."
Paulista 1959 ,"08 de novembro de 1959, 16:00",Taubaté,2,1,Corinthians,"Joaquinzão, Taubaté, SP."
Paulista 1959 ,"31 de outubro de 1959, 16:00",Corinthians,2,0,Guarani,"Fazendinha, São Paulo, SP."
Paulista 1959 ,"28 de outubro de 1959, 21:00",Botafogo-SP,1,1,Corinthians,"Luís Pereira, Ribeirão Preto, SP."
Paulista 1959 ,"25 de outubro de 1959, 16:00",Corinthians,2,0,Ferroviária,"Fazendinha, São Paulo, SP."
Paulista 1959 ,"21 de outubro de 1959, 21:00",Corinthians,5,1,Portuguesa Santista,"Fazendinha, São Paulo, SP."
Paulista 1959 ,"17 de outubro de 1959, 16:00",América Futebol Clube,0,3,Corinthians,"Mário Alves Mendonça, São José do Rio Preto, SP."
Paulista 1959 ,"11 de outubro de 1959, 16:00",Comercial da Capital,0,1,Corinthians,"Rua Javari, São Paulo, SP."
Paulista 1959 ,"08 de outubro de 1959, 21:00",Corinthians,4,1,XV de Jaú,"Fazendinha, São Paulo, SP."
Paulista 1959 ,"27 de setembro de 1959, 16:00",Ferroviária,3,1,Corinthians,"Fonte Luminosa, Araraquara, SP."
Amistosos 1959 ,"19 de setembro de 1959, 21:00",Portuguesa,1,4,Corinthians,"Canindé, São Paulo, SP."
Paulista 1959 ,"10 de setembro de 1959, 21:00",Juventus,0,1,Corinthians,"Rua Javari, São Paulo, SP."
Paulista 1959 ,"30 de agosto de 1959, 16:00",Guarani,0,2,Corinthians,"Brinco de Ouro, Campinas, SP."
Paulista 1959 ,"26 de agosto de 1959, 21:00",Corinthians,2,3,Santos,"Pacaembu, São Paulo, SP."
Paulista 1959 ,"19 de agosto de 1959, 16:00",Corinthians,1,2,Taubaté,"Pacaembu, São Paulo, SP."
Paulista 1959 ,"16 de agosto de 1959, 16:00",Palmeiras,1,1,Corinthians,"Pacaembu, São Paulo, SP."
Paulista 1959 ,"13 de agosto de 1959, 21:00",Corinthians,1,1,América Futebol Clube,"Pacaembu, São Paulo, SP."
Paulista 1959 ,"09 de agosto de 1959, 16:00",Corinthians,3,1,Portuguesa,"Pacaembu, São Paulo, SP."
Paulista 1959 ,"05 de agosto de 1959, 16:00",Corinthians,3,0,Nacional-SP,"Pacaembu, São Paulo, SP."
Paulista 1959 ,"02 de agosto de 1959, 16:00",XV de Jaú,0,2,Corinthians,"Estádio Artur Simões, Jaú, SP."
Paulista 1959 ,"29 de julho de 1959, 21:00",Corinthians,3,2,Ponte Preta,"Pacaembu, São Paulo, SP."
Paulista 1959 ,"26 de julho de 1959, 16:00",Corinthians,3,0,Jabaquara,"Pacaembu, São Paulo, SP."
Paulista 1959 ,"23 de julho de 1959, 16:00",Corinthians,2,0,Noroeste,"Pacaembu, São Paulo, SP."
Paulista 1959 ,"19 de julho de 1959, 16:00",Portuguesa Santista,1,1,Corinthians,"Estádio Ulrico Mursa, Santos, SP."
Paulista 1959 ,"16 de julho de 1959, 21:00",Corinthians,2,1,Botafogo-SP,"Pacaembu, São Paulo, SP."
Paulista 1959 ,"12 de julho de 1959, 16:00",Corinthians,3,1,Comercial da Capital,"Pacaembu, São Paulo, SP."
Amistosos 1959 ,"28 de junho de 1959, 16:00",Seleção de La Coruña,0,3,Corinthians,"Riazor, Corunha, Espanha."
Amistosos 1959 ,"24 de junho de 1959, 16:00",Barcelona,3,5,Corinthians,"Camp Nou, Barcelona, Espanha."
Amistosos 1959 ,"17 de junho de 1959, 21:00",Sevilla,3,4,Corinthians,"Ramón Sánchez Pizjuán, Sevilla, Espanha."
Amistosos 1959 ,"11 de junho de 1959, 21:00",Combinado Valencia/Mestalla,1,3,Corinthians,"Estádio de Mestalla, Valência, Espanha."
Amistosos 1959 ,"07 de junho de 1959, 16:00",Porto,0,1,Corinthians,"Estádio das Antas, Porto, Portugal."
Amistosos 1959 ,"04 de junho de 1959, 21:00",Benfica,1,1,Corinthians,"Estádio da Luz, Lisboa, Portugal."
Amistosos 1959 ,"31 de maio de 1959, 16:00",Seleção de Antuérpia,2,3,Corinthians,"Bosuilstadion, Antuérpia, Bélgica."
Amistosos 1959 ,"24 de maio de 1959, 16:00",Bayern de Munique,2,3,Corinthians,"Grünwalder Stadion, Munique, Alemanha."
Amistosos 1959 ,"21 de maio de 1959, 21:00",Feyenoord Rotterdam,5,1,Corinthians,"Estádio De Kuip, Roterdã, Holanda (Países Baixos)."
Amistosos 1959 ,"20 de maio de 1959, 21:00",Stade de Reims,3,2,Corinthians,"Parc des Princes, Paris, França."
Torneio Rio-São Paulo 1959 ,"12 de maio de 1959, 21:00",Botafogo,0,1,Corinthians,"General Severiano, Rio de Janeiro, RJ."
Torneio Rio-São Paulo 1959 ,"10 de maio de 1959, 16:00",Palmeiras,2,1,Corinthians,"Pacaembu, São Paulo, SP."
Torneio Rio-São Paulo 1959 ,"07 de maio de 1959, 21:00",São Paulo,2,2,Corinthians,"Pacaembu, São Paulo, SP."
Torneio Rio-São Paulo 1959 ,"30 de abril de 1959, 21:00",Santos,3,2,Corinthians,"Pacaembu, São Paulo, SP."
Torneio Rio-São Paulo 1959 ,"25 de abril de 1959, 21:00",Corinthians,1,0,Portuguesa,"Pacaembu, São Paulo, SP."
Amistosos 1959 ,"22 de abril de 1959, 21:00",Nacional-SP,4,6,Corinthians,"Comendador Souza, São Paulo, SP."
Torneio Rio-São Paulo 1959 ,"19 de abril de 1959, 16:00",Corinthians,1,5,Flamengo,"Pacaembu, São Paulo, SP."
Torneio Rio-São Paulo 1959 ,"15 de abril de 1959, 21:00",Fluminense,5,1,Corinthians,"Maracanã, Rio de Janeiro, RJ."
Torneio Rio-São Paulo 1959 ,"09 de abril de 1959, 21:00",Corinthians,1,1,Vasco da Gama,"Pacaembu, São Paulo, SP."
Amistosos 1959 ,"04 de abril de 1959, 16:00",Juventus,0,3,Corinthians,"Rua Javari, São Paulo, SP."
Amistosos 1959 ,"01 de abril de 1959, 21:00",São Paulo,2,1,Corinthians,"Pacaembu, São Paulo, SP."
Amistosos 1959 ,"24 de março de 1959, 21:00",Corinthians,3,3,Palmeiras,"Pacaembu, São Paulo, SP."
Amistosos 1959 ,"08 de março de 1959, 16:00",Ituano C.A.,1,4,Corinthians,"Novelli Junior, Itu, SP."
Amistosos 1959 ,"01 de março de 1959, 16:00",EC São Bernardo,2,2,Corinthians,"Ítalo Setti, São Bernardo do Campo, SP."
Amistosos 1958 ,"21 de dezembro de 1958, 16:00",Londrina,4,1,Corinthians,"Vitorino Gonçalves Dias, Londrina, PR."
Paulista 1958 ,"17 de dezembro de 1958, 16:00",Corinthians,4,0,Noroeste,"Fazendinha, São Paulo, SP."
Paulista 1958 ,"14 de dezembro de 1958, 16:00",Nacional-SP,2,2,Corinthians,"Comendador Souza, São Paulo, SP."
Paulista 1958 ,"07 de dezembro de 1958, 16:00",Santos,6,1,Corinthians,"Vila Belmiro, Santos, SP."
Paulista 1958 ,"04 de dezembro de 1958, 16:00",Corinthians,1,1,Juventus,"Fazendinha, São Paulo, SP."
Paulista 1958 ,"30 de novembro de 1958, 16:00",Ferroviária,2,3,Corinthians,"Fonte Luminosa, Araraquara, SP."
Paulista 1958 ,"26 de novembro de 1958, 21:00",São Paulo,1,1,Corinthians,"Pacaembu, São Paulo, SP."
Paulista 1958 ,"23 de novembro de 1958, 16:00",XV de Jaú,0,4,Corinthians,"Estádio Artur Simões, Jaú, SP."
Paulista 1958 ,"17 de novembro de 1958, 16:00",Portuguesa,1,3,Corinthians,"Pacaembu, São Paulo, SP."
Paulista 1958 ,"13 de novembro de 1958, 21:30",Jabaquara,1,1,Corinthians,"Vila Belmiro, Santos, SP."
Paulista 1958 ,"09 de novembro de 1958, 16:00",Taubaté,2,1,Corinthians,"Joaquinzão, Taubaté, SP."
Paulista 1958 ,"05 de novembro de 1958, 21:30",Corinthians,1,2,Palmeiras,"Pacaembu, São Paulo, SP."
Paulista 1958 ,"01 de novembro de 1958, 16:00",Botafogo-SP,3,3,Corinthians,"Luís Pereira, Ribeirão Preto, SP."
Paulista 1958 ,"29 de outubro de 1958, 11:00",Corinthians,2,0,Ypiranga,"Fazendinha, São Paulo, SP."
Paulista 1958 ,"26 de outubro de 1958, 16:00",Ponte Preta,1,4,Corinthians,"Moisés Lucarelli, Campinas, SP."
Paulista 1958 ,"23 de outubro de 1958, 16:00",Comercial da Capital,0,1,Corinthians,"Fazendinha, São Paulo, SP."
Paulista 1958 ,"19 de outubro de 1958, 16:00",Corinthians,8,1,Guarani,"Fazendinha, São Paulo, SP."
Paulista 1958 ,"12 de outubro de 1958, 16:00",América Futebol Clube,2,4,Corinthians,"Mário Alves Mendonça, São José do Rio Preto, SP."
Paulista 1958 ,"08 de outubro de 1958, 16:00",Corinthians,2,0,XV de Piracicaba,"Fazendinha, São Paulo, SP."
Paulista 1958 ,"05 de outubro de 1958, 16:00",Corinthians,4,0,Portuguesa Santista,"Fazendinha, São Paulo, SP."
Paulista 1958 ,"25 de setembro de 1958, 21:30",Corinthians,4,2,Portuguesa,"Pacaembu, São Paulo, SP."
Paulista 1958 ,"10 de setembro de 1958, 16:00",Corinthians,3,1,XV de Jaú,"Fazendinha, São Paulo, SP."
Paulista 1958 ,"07 de setembro de 1958, 11:00",Juventus,3,5,Corinthians,"Rua Javari, São Paulo, SP."
Paulista 1958 ,"03 de setembro de 1958, 16:00",Corinthians,1,0,Ferroviária,"Fazendinha, São Paulo, SP."
Paulista 1958 ,"31 de agosto de 1958, 16:00",Ypiranga,1,3,Corinthians,"Vila Alzira, Santo André, SP."
Paulista 1958 ,"17 de agosto de 1958, 16:00",Guarani,0,1,Corinthians,"Brinco de Ouro, Campinas, SP."
Paulista 1958 ,"13 de agosto de 1958, 21:30",Corinthians,2,0,São Paulo,"Pacaembu, São Paulo, SP."
Paulista 1958 ,"10 de agosto de 1958, 16:00",Corinthians,2,1,Botafogo-SP,"Fazendinha, São Paulo, SP."
Paulista 1958 ,"06 de agosto de 1958, 16:00",Corinthians,1,0,Jabaquara,"Fazendinha, São Paulo, SP."
Paulista 1958 ,"03 de agosto de 1958, 16:00",XV de Piracicaba,1,1,Corinthians,"Robertão, Piracicaba, SP."
Paulista 1958 ,"30 de julho de 1958, 16:00",Corinthians,6,3,Ponte Preta,"Fazendinha, São Paulo, SP."
Paulista 1958 ,"27 de julho de 1958, 16:00",Corinthians,3,1,América Futebol Clube,"Fazendinha, São Paulo, SP."
Paulista 1958 ,"20 de julho de 1958, 16:00",Noroeste,2,5,Corinthians,"Alfredão, Bauru, SP."
Paulista 1958 ,"16 de julho de 1958, 16:00",Corinthians,2,2,Comercial da Capital,"Fazendinha, São Paulo, SP."
Paulista 1958 ,"12 de julho de 1958, 16:00",Corinthians,4,0,Nacional-SP,"Fazendinha, São Paulo, SP."
Amistosos 1958 ,"06 de julho de 1958, 16:00",Barretos Futebol Clube,3,5,Corinthians,"Estádio da Rua 32, Barretos, SP."
Amistosos 1958 ,"22 de junho de 1958, 16:00",Goiânia Esporte Clube,0,2,Corinthians,"Estádio Olímpico-GO, Goiânia, GO."
Amistosos 1958 ,"21 de junho de 1958, 21:30",Sírio Libanês,0,1,Corinthians,"Estádio Olímpico-GO, Goiânia, GO."
Amistosos 1958 ,"19 de junho de 1958, 21:30",Atlético-GO,0,4,Corinthians,"Estádio Olímpico-GO, Goiânia, GO."
Amistosos 1958 ,"10 de junho de 1958, 21:30",Atlético-MG,1,1,Corinthians,"Estádio da Alameda, Belo Horizonte, MG."
Amistosos 1958 ,"05 de junho de 1958, 21:30",Esportiva Guaratinguetá,1,1,Corinthians,"Benedito Meirelles, Guaratinguetá, SP."
Amistosos 1958 ,"01 de junho de 1958, 16:00",Sociedade Esportiva Sanjoanense,1,2,Corinthians,"Getúlio Vargas Filho, São João da Boa Vista, SP."
Amistosos 1958 ,"21 de abril de 1958, 16:00",Corinthians,6,1,Nacional-SP,"Fazendinha, São Paulo, SP."
Amistosos 1958 ,"20 de abril de 1958, 16:00",Paulista,2,3,Corinthians,"Jaime Cintra, Jundiaí, SP."
Torneio Charles Miller 1958 ,"16 de abril de 1958, 21:30",São Paulo,1,5,Corinthians,"Pacaembu, São Paulo, SP."
Torneio Charles Miller 1958 ,"13 de abril de 1958, 16:00",Corinthians,2,2,Santos,"Pacaembu, São Paulo, SP."
Torneio Rio-São Paulo 1958 ,"02 de abril de 1958, 21:30",Corinthians,3,0,Flamengo,"Pacaembu, São Paulo, SP."
Torneio Rio-São Paulo 1958 ,"27 de março de 1958, 21:30",Corinthians,2,1,Santos,"Pacaembu, São Paulo, SP."
Torneio Rio-São Paulo 1958 ,"23 de março de 1958, 16:00",Corinthians,2,1,América-RJ,"Pacaembu, São Paulo, SP."
Torneio Rio-São Paulo 1958 ,"20 de março de 1958, 21:30",São Paulo,1,1,Corinthians,"Pacaembu, São Paulo, SP."
Torneio Rio-São Paulo 1958 ,"15 de março de 1958, 16:00",Corinthians,2,1,Palmeiras,"Pacaembu, São Paulo, SP."
Torneio Rio-São Paulo 1958 ,"09 de março de 1958, 16:00",Fluminense,1,1,Corinthians,"Maracanã, Rio de Janeiro, RJ."
Torneio Rio-São Paulo 1958 ,"05 de março de 1958, 21:30",Corinthians,1,3,Vasco da Gama,"Pacaembu, São Paulo, SP."
Torneio Rio-São Paulo 1958 ,"27 de fevereiro de 1958, 21:30",Botafogo,3,2,Corinthians,"Maracanã, Rio de Janeiro, RJ."
Amistosos 1958 ,"09 de fevereiro de 1958, 16:00",Vitória,1,1,Corinthians,"Fonte Nova, Salvador, BA."
Amistosos 1958 ,"04 de fevereiro de 1958, 21:30",Bahia,1,3,Corinthians,"Fonte Nova, Salvador, BA."
Amistosos 1958 ,"02 de fevereiro de 1958, 16:00",Fluminense de Feira de Santana,1,2,Corinthians,"Alberto Oliveira, Feira de Santana, BA."
Amistosos 1958 ,"29 de janeiro de 1958, 21:30",Vitória,2,2,Corinthians,"Fonte Nova, Salvador, BA."
Amistosos 1958 ,"05 de janeiro de 1958, 16:00",Corinthians,3,0,Audax Italiano,"Fazendinha, São Paulo, SP."
Paulista 1957 ,"29 de dezembro de 1957, 16:00",São Paulo,3,1,Corinthians,"Pacaembu, São Paulo, SP."
Paulista 1957 ,"18 de dezembro de 1957, 16:00",Corinthians,1,0,Jabaquara,"Fazendinha, São Paulo, SP."
Paulista 1957 ,"15 de dezembro de 1957, 16:00",XV de Piracicaba,2,5,Corinthians,"Robertão, Piracicaba, SP."
Amistosos 1957 ,"10 de dezembro de 1957, 21:30",Londrina,5,3,Corinthians,"Vitorino Gonçalves Dias, Londrina, PR."
Paulista 1957 ,"08 de dezembro de 1957, 16:00",Corinthians,1,0,Portuguesa,"Pacaembu, São Paulo, SP."
Paulista 1957 ,"30 de novembro de 1957, 16:00",Botafogo-SP,2,2,Corinthians,"Luís Pereira, Ribeirão Preto, SP."
Paulista 1957 ,"27 de novembro de 1957, 21:30",Palmeiras,1,3,Corinthians,"Pacaembu, São Paulo, SP."
Paulista 1957 ,"24 de novembro de 1957, 16:00",Corinthians,5,1,Ponte Preta,"Fazendinha, São Paulo, SP."
Paulista 1957 ,"21 de novembro de 1957, 16:00",Corinthians,5,1,Portuguesa Santista,"Fazendinha, São Paulo, SP."
Paulista 1957 ,"17 de novembro de 1957, 16:00",Corinthians,1,0,Palmeiras,"Pacaembu, São Paulo, SP."
Paulista 1957 ,"09 de novembro de 1957, 16:00",Portuguesa,2,2,Corinthians,"Pacaembu, São Paulo, SP."
Paulista 1957 ,"06 de novembro de 1957, 16:00",Ponte Preta,1,3,Corinthians,"Moisés Lucarelli, Campinas, SP."
Paulista 1957 ,"03 de novembro de 1957, 16:00",Corinthians,3,3,Santos,"Pacaembu, São Paulo, SP."
Paulista 1957 ,"30 de outubro de 1957, 21:30",Jabaquara,0,1,Corinthians,"Vila Belmiro, Santos, SP."
Paulista 1957 ,"27 de outubro de 1957, 21:30",Portuguesa Santista,2,3,Corinthians,"Estádio Ulrico Mursa, Santos, SP."
Paulista 1957 ,"23 de outubro de 1957, 16:00",Corinthians,4,0,Botafogo-SP,"Fazendinha, São Paulo, SP."
Paulista 1957 ,"20 de outubro de 1957, 16:00",Corinthians,1,1,São Paulo,"Pacaembu, São Paulo, SP."
Paulista 1957 ,"15 de outubro de 1957, 16:00",Corinthians,3,1,XV de Piracicaba,"Fazendinha, São Paulo, SP."
Amistosos 1957 ,"08 de outubro de 1957, 21:30",Esporte Clube Pelotas,1,2,Corinthians,"Boca do Lobo, Pelotas, RS."
Amistosos 1957 ,"06 de outubro de 1957, 16:00",Flamengo de Caxias,1,4,Corinthians,"Estádio da Baixada Rubra, Caxias do Sul, RS."
Amistosos 1957 ,"01 de outubro de 1957, 21:30",Grêmio,1,1,Corinthians,"Olímpico, Porto Alegre, RS."
Paulista 1957 ,"29 de setembro de 1957, 16:00",Corinthians,1,1,Palmeiras,"Pacaembu, São Paulo, SP."
Paulista 1957 ,"22 de setembro de 1957, 16:00",Corinthians,1,1,Jabaquara,"Fazendinha, São Paulo, SP."
Paulista 1957 ,"18 de setembro de 1957, 16:00",Corinthians,2,1,São Bento de São Caetano,"Fazendinha, São Paulo, SP."
Amistosos 1957 ,"15 de setembro de 1957, 16:00",Ypiranga,1,2,Corinthians,"Vila Alzira, Santo André, SP."
Paulista 1957 ,"14 de setembro de 1957, 16:00",Corinthians,3,0,Juventus,"Fazendinha, São Paulo, SP."
Paulista 1957 ,"11 de setembro de 1957, 16:00",Corinthians,2,2,Ponte Preta,"Fazendinha, São Paulo, SP."
Paulista 1957 ,"01 de setembro de 1957, 16:00",Corinthians,5,1,Botafogo-SP,"Fazendinha, São Paulo, SP."
Amistosos 1957 ,"29 de agosto de 1957, 21:30",Combinado Inter-BB/Barretos,2,2,Corinthians,"Estádio Arnoldo Bulle, Bebedouro, SP."
Paulista 1957 ,"25 de agosto de 1957, 16:00",Corinthians,2,1,São Paulo,"Pacaembu, São Paulo, SP."
Paulista 1957 ,"21 de agosto de 1957, 16:00",Corinthians,3,2,Noroeste,"Fazendinha, São Paulo, SP."
Paulista 1957 ,"18 de agosto de 1957, 16:00",Corinthians,5,0,Linense,"Fazendinha, São Paulo, SP."
Paulista 1957 ,"15 de agosto de 1957, 16:00",Corinthians,1,0,Nacional-SP,"Fazendinha, São Paulo, SP."
Paulista 1957 ,"11 de agosto de 1957, 16:00",Corinthians,2,1,Portuguesa,"Pacaembu, São Paulo, SP."
Paulista 1957 ,"03 de agosto de 1957, 16:00",Corinthians,2,1,Guarani,"Fazendinha, São Paulo, SP."
Paulista 1957 ,"28 de julho de 1957, 16:00",Corinthians,2,1,XV de Piracicaba,"Fazendinha, São Paulo, SP."
Paulista 1957 ,"25 de julho de 1957, 16:00",Corinthians,1,1,XV de Jaú,"Fazendinha, São Paulo, SP."
Paulista 1957 ,"21 de julho de 1957, 16:00",Corinthians,2,1,Santos,"Pacaembu, São Paulo, SP."
Paulista 1957 ,"18 de julho de 1957, 16:00",Corinthians,7,1,Ferroviária,"Fazendinha, São Paulo, SP."
Amistosos 1957 ,"16 de julho de 1957, 21:30",Corinthians,2,1,São Cristóvão-RJ,"Pacaembu, São Paulo, SP."
Paulista 1957 ,"13 de julho de 1957, 16:00",Corinthians,3,1,Ypiranga,"Fazendinha, São Paulo, SP."
Copa Morumbi 1957 ,"29 de junho de 1957, 21:30",Corinthians,1,3,Flamengo,"Pacaembu, São Paulo, SP."
Copa Morumbi 1957 ,"25 de junho de 1957, 21:30",São Paulo,3,2,Corinthians,"Pacaembu, São Paulo, SP."
Copa Morumbi 1957 ,"23 de junho de 1957, 16:00",Corinthians,5,0,Lazio,"Pacaembu, São Paulo, SP."
Copa Morumbi 1957 ,"19 de junho de 1957, 21:30",Corinthians,2,0,Sevilla,"Pacaembu, São Paulo, SP."
Paulista 1957 ,"16 de junho de 1957, 16:00",Taubaté,2,2,Corinthians,"Joaquinzão, Taubaté, SP."
Amistosos 1957 ,"09 de junho de 1957, 16:00",São Bento de São Caetano,1,2,Corinthians,"Anacleto, São Caetano do Sul, SP."
Amistosos 1957 ,"02 de junho de 1957, 16:00",Ferroviária,3,1,Corinthians,"Fonte Luminosa, Araraquara, SP."
Torneio Rio-São Paulo 1957 ,"26 de maio de 1957, 16:00",Vasco da Gama,1,2,Corinthians,"Maracanã, Rio de Janeiro, RJ."
Torneio Rio-São Paulo 1957 ,"22 de maio de 1957, 21:30",Palmeiras,1,1,Corinthians,"Pacaembu, São Paulo, SP."
Torneio Rio-São Paulo 1957 ,"19 de maio de 1957, 16:00",Fluminense,3,2,Corinthians,"Maracanã, Rio de Janeiro, RJ."
Torneio Rio-São Paulo 1957 ,"05 de maio de 1957, 16:00",Corinthians,1,1,Botafogo,"Pacaembu, São Paulo, SP."
Torneio Rio-São Paulo 1957 ,"01 de maio de 1957, 21:30",Santos,1,1,Corinthians,"Pacaembu, São Paulo, SP."
Torneio Rio-São Paulo 1957 ,"28 de abril de 1957, 16:00",América-RJ,4,1,Corinthians,"Maracanã, Rio de Janeiro, RJ."
Torneio Rio-São Paulo 1957 ,"25 de abril de 1957, 21:30",Portuguesa,5,2,Corinthians,"Pacaembu, São Paulo, SP."
Amistosos 1957 ,"21 de abril de 1957, 16:00",Botafogo-SP,2,2,Corinthians,"Luís Pereira, Ribeirão Preto, SP."
